"model_name","anchor_year","term","term_label","component","estimate","std_error","conf_low","conf_high","hazard_ratio","hazard_ratio_low","hazard_ratio_high","z_value","p_value"
"no_covariates",2019,"fu [0,0.0821375475371056)","Baseline excess hazard fu [0,0.0821375475371056)","baseline",-1.32255393207977,0.0155877319018888,-1.35310588660747,-1.29200197755207,0.266453927011558,0.258436338883407,0.274720248424163,-84.8458223687765,0
"no_covariates",2019,"fu [0.0821375475371056,0.164275095074211)","Baseline excess hazard fu [0.0821375475371056,0.164275095074211)","baseline",0.372159152170275,0.00678011783029477,0.358870121222897,0.385448183117653,1.45086387105322,1.43171084064258,1.47027312539085,54.889776473707,0
"no_covariates",2019,"fu [0.164275095074211,0.246412642611317)","Baseline excess hazard fu [0.164275095074211,0.246412642611317)","baseline",-1.77786511541062,0.0212540346284225,-1.81952302328233,-1.73620720753892,0.168998554827765,0.162103051878649,0.176187377121399,-83.6483588406847,0
"minimal",2019,"age_band5.17","Age 5-17 vs 0-4","covariate",0.0737765323153061,0.0453022622718631,-0.0150159017375456,0.162568966368158,1.07656620085722,0.985096274736096,1.17652945661441,1.62853969350507,0.103410499767806
"minimal",2019,"age_band18.39","Age 18-39 vs 0-4","covariate",-0.102733460788181,0.0439977602216732,-0.18896907082266,-0.0164978507537013,0.902367457741808,0.827812109846339,0.983637493467643,-2.33497024099819,0.0195449754060894
"minimal",2019,"age_band40.64","Age 40-64 vs 0-4","covariate",0.193279792189597,0.0426712333763814,0.10964417477189,0.276915409607305,1.21322219613053,1.11588094121831,1.31905478695314,4.52951032572163,5.91205451197751e-06
"minimal",2019,"age_band65.85","Age 65-85 vs 0-4","covariate",2.25208411895725,0.0407340895324727,2.1722453034736,2.33192293444089,9.50753002603464,8.77797113980538,10.297724355238,55.2874544344955,0
"minimal",2019,"sexmale","Male vs female","covariate",0.00826645329933572,0.0117578092970779,-0.0147788529229369,0.0313117595216083,1.00830071476628,0.985329818319819,1.03180712944607,0.703060671462851,0.482017940131032
"minimal",2019,"vaccinated_td","Vaccinated (time-dependent)","covariate",-2.03062128084826,0.0631850858438303,-2.15446404910217,-1.90677851259436,0.13125395024635,0.115965325681134,0.148558194909412,-32.1376675164641,1.31338568846987e-226
"minimal",2019,"fu [0,0.0821375475371056)","Baseline excess hazard fu [0,0.0821375475371056)","baseline",-2.29816931634852,0.0428704039944558,-2.38219530817765,-2.21414332451938,0.100442554055368,0.0923476233256886,0.109247063452677,-53.6073631740379,0
"minimal",2019,"fu [0.0821375475371056,0.164275095074211)","Baseline excess hazard fu [0.0821375475371056,0.164275095074211)","baseline",-0.472697039604703,0.0406004750420337,-0.55227397068709,-0.393120108522317,0.623318883510228,0.575639333980919,0.674947675749546,-11.6426480014167,2.50127211938701e-31
"minimal",2019,"fu [0.164275095074211,0.246412642611317)","Baseline excess hazard fu [0.164275095074211,0.246412642611317)","baseline",-2.22146664828992,0.0447776516945932,-2.30923084561133,-2.13370245096852,0.108449934216346,0.0993376281558398,0.118398118113699,-49.6110573962537,0
"extended",2019,"age_band5.17","Age 5-17 vs 0-4","covariate",0.0597387926666249,0.0526554561873932,-0.0434659014606659,0.162943486793916,1.06155922327357,0.957465201699187,1.17697017345099,1.13452236467239,0.25657549792623
"extended",2019,"age_band18.39","Age 18-39 vs 0-4","covariate",0.259084266598608,0.0535731328151563,0.154080926280901,0.364087606916314,1.29574298808201,1.16658529036743,1.43920029253488,4.83608579495487,1.32420784776046e-06
"extended",2019,"age_band40.64","Age 40-64 vs 0-4","covariate",0.583432330907692,0.0548260046914242,0.4759733617125,0.690891300102883,1.79217923827131,1.60958013892886,1.99549332425795,10.6415255715132,1.90976515662147e-26
"extended",2019,"age_band65.85","Age 65-85 vs 0-4","covariate",2.28789040763223,0.0489084552571932,2.19202983532813,2.38375097993632,9.85412754617746,8.95336854597749,10.8455079446003,46.779036377268,0
"extended",2019,"sexmale","Male vs female","covariate",0.00864731890357618,0.011756906973232,-0.0143962187639586,0.031690856571111,1.0086848149679,0.985706911305896,1.03219835863673,0.735509681522894,0.462029145929164
"extended",2019,"vaccinated_td","Vaccinated (time-dependent)","covariate",-2.02859705199587,0.0631154220480228,-2.15230327921,-1.90489082478175,0.131519907367655,0.116216170977286,0.148838891253587,-32.1410676847311,1.17729972755403e-226
"extended",2019,"school_memberYes","School member: Yes vs No","covariate",0.0282622338708318,0.0544335096120358,-0.0784274449687583,0.134951912710422,1.02866539996523,0.92456913964085,1.14448174800282,0.519206534215144,0.60361672291336
"extended",2019,"workerYes","Worker: Yes vs No","covariate",-0.375920804415369,0.0328209769030083,-0.440249919145265,-0.311591689685472,0.686656711068697,0.643875484162711,0.732280464861634,-11.4536750544105,2.2538323238247e-30
"extended",2019,"fu [0,0.0821375475371056)","Baseline excess hazard fu [0,0.0821375475371056)","baseline",-2.31366089285911,0.0509748383227055,-2.41357157597161,-2.21375020974661,0.0988985310981007,0.0894950845917933,0.109290018529787,-45.3882929105544,0
"extended",2019,"fu [0.0821375475371056,0.164275095074211)","Baseline excess hazard fu [0.0821375475371056,0.164275095074211)","baseline",-0.487172989098021,0.0490905540014065,-0.583390474940778,-0.390955503255264,0.614360746040341,0.558003259655828,0.67641025342405,-9.92396600543687,3.27479209629582e-23
"extended",2019,"fu [0.164275095074211,0.246412642611317)","Baseline excess hazard fu [0.164275095074211,0.246412642611317)","baseline",-2.23425345367378,0.0526190880101486,-2.33738686617367,-2.13112004117389,0.107072034257049,0.0965796844121406,0.11870426570271,-42.4608927703738,0
"no_covariates",2020,"fu [0,0.0821375475371056)","Baseline excess hazard fu [0,0.0821375475371056)","baseline",-1.32812993054766,0.0156690923744551,-1.3588413516016,-1.29741850949373,0.264972314895048,0.25695832889746,0.273236240140937,-84.7611271162635,0
"no_covariates",2020,"fu [0.0821375475371056,0.164275095074211)","Baseline excess hazard fu [0.0821375475371056,0.164275095074211)","baseline",0.371096118006542,0.0067872298833185,0.357793147435237,0.384399088577846,1.44932237266925,1.43016975559876,1.46873147869094,54.675637098813,0
"no_covariates",2020,"fu [0.164275095074211,0.246412642611317)","Baseline excess hazard fu [0.164275095074211,0.246412642611317)","baseline",-1.78420628966861,0.0213762465564791,-1.82610373291931,-1.74230884641791,0.167930296129134,0.16103980107245,0.175115618438521,-83.4667716315152,0
"minimal",2020,"age_band5.17","Age 5-17 vs 0-4","covariate",0.0736627732165953,0.0452987386980749,-0.0151227546316315,0.162448301064822,1.07644373862223,0.984991019971675,1.1763874988955,1.62615506156965,0.103916673199498
"minimal",2020,"age_band18.39","Age 18-39 vs 0-4","covariate",-0.102887360924714,0.0439943774028281,-0.189116340634257,-0.0166583812151706,0.902228593952711,0.827690207089403,0.983479602360403,-2.33864795909351,0.0193536605499565
"minimal",2020,"age_band40.64","Age 40-64 vs 0-4","covariate",0.192576809067647,0.0426702952010852,0.10894303047352,0.276210587661774,1.21236962111151,1.11509882188001,1.31812541575102,4.51313514847089,6.38762893132613e-06
"minimal",2020,"age_band65.85","Age 65-85 vs 0-4","covariate",2.25101501210474,0.0407312648746215,2.17118173295048,2.330848291259,9.49737089210092,8.76864011143128,10.2866639200457,55.265040725688,0
"minimal",2020,"sexmale","Male vs female","covariate",0.00769944746124364,0.0117660622960169,-0.0153620346389495,0.0307609295614367,1.00772916442596,0.984755359508751,1.0312389356695,0.654377587636103,0.512868570178733
"minimal",2020,"vaccinated_td","Vaccinated (time-dependent)","covariate",-2.03723550900327,0.063598146479989,-2.16188787610405,-1.9125831419025,0.130388671403533,0.115107606882349,0.14769836756102,-32.0329384071639,3.79447545650601e-225
"minimal",2020,"fu [0,0.0821375475371056)","Baseline excess hazard fu [0,0.0821375475371056)","baseline",-2.29895517683323,0.0428750050357485,-2.3829901867033,-2.21492016696316,0.100363651228519,0.0922742473493699,0.109162228652832,-53.6199395175907,0
"minimal",2020,"fu [0.0821375475371056,0.164275095074211)","Baseline excess hazard fu [0.0821375475371056,0.164275095074211)","baseline",-0.471875668169522,0.0405969825565955,-0.551445753980449,-0.392305582358594,0.623831070155097,0.576116285576698,0.675497662249377,-11.6234172702784,3.13346904804581e-31
"minimal",2020,"fu [0.164275095074211,0.246412642611317)","Baseline excess hazard fu [0.164275095074211,0.246412642611317)","baseline",-2.22216415254872,0.0447884549487083,-2.30994952424819,-2.13437878084925,0.108374316300339,0.0992662619723947,0.118318069001451,-49.6146642051739,0
"extended",2020,"age_band5.17","Age 5-17 vs 0-4","covariate",0.0594001330583765,0.0526516514295115,-0.043797103743466,0.162597369860219,1.0611997769113,0.957148139547435,1.17656287463408,1.12817226897241,0.259247172950755
"extended",2020,"age_band18.39","Age 18-39 vs 0-4","covariate",0.258359683011184,0.0535737948051729,0.153355045193045,0.363364320829322,1.29480445404357,1.16573879543228,1.43815971534976,4.82250107446631,1.41769265827091e-06
"extended",2020,"age_band40.64","Age 40-64 vs 0-4","covariate",0.582131074795417,0.0548287994901469,0.474666627794729,0.689595521796105,1.78984867074469,1.60747821959169,1.99290928183167,10.6172500621691,2.47752269687052e-26
"extended",2020,"age_band65.85","Age 65-85 vs 0-4","covariate",2.28702800103589,0.0489075422581761,2.19116921820986,2.38288678386191,9.84563294500703,8.94566643849888,10.8361393479449,46.7622762346754,0
"extended",2020,"sexmale","Male vs female","covariate",0.00808675569751855,0.0117650318274219,-0.0149727066842284,0.0311462180792655,1.00811954182458,0.985138826941221,1.03163633674267,0.687355190886093,0.491858927378358
"extended",2020,"vaccinated_td","Vaccinated (time-dependent)","covariate",-2.03509865237546,0.0635218656665471,-2.15960150908189,-1.91059579566903,0.130667591199889,0.11537108620917,0.147992187219473,-32.0377657523245,3.2503090496327e-225
"extended",2020,"school_memberYes","School member: Yes vs No","covariate",0.0287145588340119,0.0544356229706371,-0.0779792621884369,0.135408379856461,1.02913079625164,0.924983608480414,1.14500428557157,0.527495732886178,0.597849378891247
"extended",2020,"workerYes","Worker: Yes vs No","covariate",-0.375094725776635,0.0328253220372434,-0.439432356969632,-0.310757094583637,0.687224177863683,0.644402107648768,0.732891877656349,-11.4269930193238,3.06541005037846e-30
"extended",2020,"fu [0,0.0821375475371056)","Baseline excess hazard fu [0,0.0821375475371056)","baseline",-2.31465722505886,0.0509806192780301,-2.4145792388438,-2.21473521127392,0.0988000443779521,0.0894049491385088,0.109182420695331,-45.4026894501917,0
"extended",2020,"fu [0.0821375475371056,0.164275095074211)","Baseline excess hazard fu [0.0821375475371056,0.164275095074211)","baseline",-0.486589072148394,0.0490894516988577,-0.582804397478155,-0.390373746818633,0.614719586449442,0.558330388642482,0.676803873927312,-9.91229389021097,3.68096149046959e-23
"extended",2020,"fu [0.164275095074211,0.246412642611317)","Baseline excess hazard fu [0.164275095074211,0.246412642611317)","baseline",-2.23516579802716,0.0526300040094698,-2.33832060588572,-2.1320109901686,0.106974392239535,0.0964895462147846,0.118598553355663,-42.4694210098289,0
"no_covariates",2023,"fu [0,0.0821375475371056)","Baseline excess hazard fu [0,0.0821375475371056)","baseline",-1.32414983433482,0.015611786542603,-1.35474893595832,-1.29355073271132,0.266029031724426,0.258012063872406,0.274295103329874,-84.8173161169835,0
"no_covariates",2023,"fu [0.0821375475371056,0.164275095074211)","Baseline excess hazard fu [0.0821375475371056,0.164275095074211)","baseline",0.371868828912409,0.00678207532286042,0.358575961279603,0.385161696545216,1.45044271266645,1.43128975059983,1.46985197221286,54.8311263454929,0
"no_covariates",2023,"fu [0.164275095074211,0.246412642611317)","Baseline excess hazard fu [0.164275095074211,0.246412642611317)","baseline",-1.77993646765129,0.0212954329275873,-1.82167551618936,-1.73819741911322,0.168648861586523,0.16175450146999,0.175837075666838,-83.5830139590852,0
"minimal",2023,"age_band5.17","Age 5-17 vs 0-4","covariate",0.0736171627494419,0.0452988088214854,-0.0151685025406694,0.162402828039553,1.0763946426401,0.984945959722804,1.17633400621328,1.62514566419515,0.104131524881469
"minimal",2023,"age_band18.39","Age 18-39 vs 0-4","covariate",-0.102958573566893,0.0439945707126732,-0.189187932163732,-0.0167292149700532,0.902164346158341,0.827630953602595,0.983409941274525,-2.34025635206924,0.0192705075949608
"minimal",2023,"age_band40.64","Age 40-64 vs 0-4","covariate",0.19327780890928,0.0426665306530802,0.109651408829243,0.276904208989317,1.21321978997321,1.11588901359423,1.31904001280711,4.52996308701108,5.89939926626193e-06
"minimal",2023,"age_band65.85","Age 65-85 vs 0-4","covariate",2.25169022040685,0.0407301179600884,2.17185918920507,2.33152125160862,9.50378576121815,8.7745824941439,10.2935887668061,55.2831745445295,0
"minimal",2023,"sexmale","Male vs female","covariate",0.00844466585658986,0.0117597931433031,-0.0146045287042841,0.0314938604174638,1.00848042262776,0.985501600142943,1.03199503955747,0.718096462555458,0.472697811169629
"minimal",2023,"vaccinated_td","Vaccinated (time-dependent)","covariate",-2.03256557222984,0.0633108619776235,-2.15665486170598,-1.9084762827537,0.130999002249,0.115711545477966,0.148306191221871,-32.1045316512706,3.81140667014129e-226
"minimal",2023,"fu [0,0.0821375475371056)","Baseline excess hazard fu [0,0.0821375475371056)","baseline",-2.29843569465867,0.0428685755973079,-2.3824581028294,-2.21441328648795,0.100415801900805,0.0923233580527086,0.109217574880943,-53.6158634298783,0
"minimal",2023,"fu [0.0821375475371056,0.164275095074211)","Baseline excess hazard fu [0.0821375475371056,0.164275095074211)","baseline",-0.472557287301702,0.0405963546924335,-0.552126142498872,-0.392988432104532,0.623405999846916,0.575724435990811,0.675036556293288,-11.6403871944143,2.56846928166222e-31
"minimal",2023,"fu [0.164275095074211,0.246412642611317)","Baseline excess hazard fu [0.164275095074211,0.246412642611317)","baseline",-2.22171820165391,0.0447774303706708,-2.30948196518043,-2.1339544381274,0.108422656701589,0.0993126856653666,0.118368287066978,-49.6169204722639,0
"extended",2023,"age_band5.17","Age 5-17 vs 0-4","covariate",0.0595277897695157,0.0526539958774887,-0.0436740421503622,0.162729621689394,1.06133525483183,0.957265934970222,1.17671848751621,1.13054648137286,0.258246024116823
"extended",2023,"age_band18.39","Age 18-39 vs 0-4","covariate",0.258522848298269,0.0535719973616504,0.153521733469434,0.363523963127104,1.2950157384207,1.16593312661872,1.4383893247985,4.82570859833822,1.39506361285627e-06
"extended",2023,"age_band40.64","Age 40-64 vs 0-4","covariate",0.583062439740253,0.0548235287652914,0.475608323360282,0.690516556120224,1.791516449588,1.60899268767482,1.99474566524135,10.6352592193844,2.04259947162435e-26
"extended",2023,"age_band65.85","Age 65-85 vs 0-4","covariate",2.28753494253343,0.0489048843961778,2.19168136911692,2.38338851594994,9.85062537024322,8.95024914309754,10.8415775509124,46.7751835175018,0
"extended",2023,"sexmale","Male vs female","covariate",0.00882618004960077,0.011758823910601,-0.0142211148151771,0.0318734749143786,1.00886524562542,0.985879527590862,1.03238687420358,0.750600580185888,0.452893071877708
"extended",2023,"vaccinated_td","Vaccinated (time-dependent)","covariate",-2.03049455990706,0.0632381441243274,-2.15444132239074,-1.90654779742338,0.131270583924358,0.115967961221576,0.148592473492893,-32.1086993937562,3.33361286849171e-226
"extended",2023,"school_memberYes","School member: Yes vs No","covariate",0.028363879658032,0.0544362710379174,-0.0783312115762861,0.13505897089235,1.02876996478377,0.924658118347026,1.14460428069696,0.521047439826936,0.602333724134436
"extended",2023,"workerYes","Worker: Yes vs No","covariate",-0.375502770695486,0.0328172253057356,-0.439824532294728,-0.311181009096244,0.686943816733651,0.644149438591232,0.732581259995558,-11.4422461739889,2.57140654780212e-30
"extended",2023,"fu [0,0.0821375475371056)","Baseline excess hazard fu [0,0.0821375475371056)","baseline",-2.31396579183197,0.0509730070561521,-2.41387288566203,-2.21405869800191,0.0988683816340558,0.0894681229176724,0.109256309042407,-45.3959051166609,0
"extended",2023,"fu [0.0821375475371056,0.164275095074211)","Baseline excess hazard fu [0.0821375475371056,0.164275095074211)","baseline",-0.487087160359063,0.0490869284297107,-0.583297540081296,-0.39087678063683,0.61441347811137,0.558055120020135,0.676463504306332,-9.92295048683969,3.30829250398134e-23
"extended",2023,"fu [0.164275095074211,0.246412642611317)","Baseline excess hazard fu [0.164275095074211,0.246412642611317)","baseline",-2.23454856655893,0.0526187058714463,-2.33768123006697,-2.1314159030509,0.10704044058218,0.0965512590241332,0.118669150830683,-42.4668096554522,0
